customer_name,customer_segment,region,state,city,product_name,category,sub_category,order_date,order_month,order_year,ship_date,ship_month,ship_year,delivery_time_in_days,ship_mode,sales,quantity,discount,discount_amount,cost,profit
Matt Hagelstein,Corporate,West,California,San Francisco,Super Decoflex Portable Personal File,Office Supplies,Storage,2014-07-29,7,2014,2014-08-02,8,2014,4,Standard Class,14.98,1,0.0,0.0,10.79,4.1944
Matt Hagelstein,Corporate,West,California,San Francisco,Wilson Electronics DB Pro Signal Booster,Technology,Phones,2014-07-29,7,2014,2014-08-02,8,2014,4,Standard Class,1145.6,4,0.2,229.12,1045.36,100.24
Dennis Kane,Consumer,East,Ohio,Marion,Polycom SoundStation2 EX Conference phone,Technology,Phones,2012-12-06,12,2012,2012-12-06,12,2012,0,Same Day,485.94,2,0.4,194.38,575.03,-89.089
Dennis Kane,Consumer,East,Ohio,Marion,Newell 312,Office Supplies,Art,2012-12-06,12,2012,2012-12-06,12,2012,0,Same Day,37.376,8,0.2,7.48,32.7,4.672
Dennis Kane,Consumer,East,Ohio,Marion,Global Low Back Tilter Chair,Furniture,Chairs,2012-12-06,12,2012,2012-12-06,12,2012,0,Same Day,70.686,1,0.3,21.21,94.92,-24.2352
Erin Ashbrook,Corporate,East,Pennsylvania,Philadelphia,Xerox 1991,Office Supplies,Paper,2014-08-01,8,2014,2014-08-06,8,2014,5,Standard Class,54.816,3,0.2,10.96,37.0,17.8152
Bobby Trafton,Consumer,West,Colorado,Littleton,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,2013-03-20,3,2013,2013-03-22,3,2013,2,Second Class,72.294,1,0.7,50.61,171.1,-98.8018
Laura Armstrong,Corporate,Central,Texas,Austin,Assorted Color Push Pins,Office Supplies,Fasteners,2014-07-30,7,2014,2014-08-04,8,2014,5,Standard Class,2.896,2,0.2,0.58,2.43,0.4706
Laura Armstrong,Corporate,Central,Texas,Austin,Cisco SPA301,Technology,Phones,2014-07-30,7,2014,2014-08-04,8,2014,5,Standard Class,124.792,1,0.2,24.96,109.19,15.599
Greg Matthias,Consumer,East,New York,New York City,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,2013-10-02,10,2013,2013-10-06,10,2013,4,Standard Class,330.588,1,0.4,132.24,446.29,-115.7058
Alex Avila,Consumer,West,California,San Francisco,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders,2011-03-31,3,2011,2011-04-05,4,2011,5,Standard Class,673.568,2,0.2,134.71,420.98,252.588
Alex Avila,Consumer,West,California,San Francisco,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,2011-03-31,3,2011,2011-04-05,4,2011,5,Standard Class,52.98,2,0.0,0.0,38.15,14.8344
Denny Blanton,Consumer,Central,Indiana,La Porte,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,2014-06-27,6,2014,2014-07-02,7,2014,5,Standard Class,526.45,5,0.0,0.0,494.86,31.587
John Huston,Consumer,Central,Illinois,Chicago,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,2014-07-10,7,2014,2014-07-15,7,2014,5,Standard Class,228.92,5,0.2,45.78,214.61,14.3075
Doug Jacobs,Consumer,West,Oregon,Portland,HTC One,Technology,Phones,2012-12-14,12,2012,2012-12-16,12,2012,2,Second Class,319.968,4,0.2,63.99,283.97,35.9964
Quincy Jones,Corporate,East,Vermont,Burlington,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,2014-12-06,12,2014,2014-12-11,12,2014,5,Standard Class,205.03,7,0.0,0.0,137.37,67.6599
Carol Triggs,Consumer,Central,Indiana,Indianapolis,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,2012-09-15,9,2012,2012-09-17,9,2012,2,Second Class,190.86,2,0.0,0.0,179.41,11.4516
Carol Triggs,Consumer,Central,Indiana,Indianapolis,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,2012-09-15,9,2012,2012-09-17,9,2012,2,Second Class,24.32,8,0.0,0.0,16.05,8.2688
Rick Huthwaite,Home Office,West,Utah,Provo,Fiskars Home & Office Scissors,Office Supplies,Supplies,2013-07-16,7,2013,2013-07-22,7,2013,6,Standard Class,44.4,5,0.0,0.0,31.97,12.432
Sanjit Jacobs,Home Office,Central,Illinois,Chicago,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,2014-04-21,4,2014,2014-04-27,4,2014,6,Standard Class,44.4,2,0.6,26.64,96.57,-52.17
Toby Gnade,Consumer,West,California,Los Angeles,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,2013-11-16,11,2013,2013-11-18,11,2013,2,Second Class,1016.792,1,0.2,203.36,635.5,381.297
Toby Gnade,Consumer,West,California,Los Angeles,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,2013-11-16,11,2013,2013-11-18,11,2013,2,Second Class,38.136,7,0.2,7.63,24.79,13.3476
Carol Triggs,Consumer,East,Pennsylvania,Philadelphia,Mitel MiVoice 5330e IP Phone,Technology,Phones,2013-11-27,11,2013,2013-12-02,12,2013,5,Standard Class,494.982,3,0.4,197.99,610.48,-115.4958
Barry Franz,Home Office,West,California,Pasadena,Eldon Portable Mobile Manager,Office Supplies,Storage,2014-11-22,11,2014,2014-11-26,11,2014,4,Standard Class,56.56,2,0.0,0.0,41.29,15.2712
Barry Franz,Home Office,West,California,Pasadena,Newell 344,Office Supplies,Art,2014-11-22,11,2014,2014-11-26,11,2014,4,Standard Class,5.56,2,0.0,0.0,4.11,1.4456
Barry Franz,Home Office,West,California,Pasadena,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,2014-11-22,11,2014,2014-11-26,11,2014,4,Standard Class,9.02,2,0.0,0.0,5.5,3.5178
Barry Franz,Home Office,West,California,Pasadena,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,2014-11-22,11,2014,2014-11-26,11,2014,4,Standard Class,8.62,1,0.0,0.0,6.38,2.2412
Barry Franz,Home Office,West,California,Pasadena,Mitel MiVoice 5330e IP Phone,Technology,Phones,2014-11-22,11,2014,2014-11-26,11,2014,4,Standard Class,659.976,3,0.2,132.0,610.48,49.4982
Justin MacKendrick,Consumer,West,California,Los Angeles,Xerox 1959,Office Supplies,Paper,2012-02-15,2,2012,2012-02-18,2,2012,3,Second Class,13.36,2,0.0,0.0,6.95,6.4128
Justin MacKendrick,Consumer,West,California,Los Angeles,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,2012-02-15,2,2012,2012-02-18,2,2012,3,Second Class,41.72,5,0.2,8.34,28.68,13.0375
Justin MacKendrick,Consumer,West,California,Los Angeles,Avery Durable Binders,Office Supplies,Binders,2012-02-15,2,2012,2012-02-18,2,2012,3,Second Class,11.52,5,0.2,2.3,7.34,4.176
Justin MacKendrick,Consumer,West,California,Los Angeles,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2012-02-15,2,2012,2012-02-18,2,2012,3,Second Class,541.44,6,0.0,0.0,384.42,157.0176
Justin MacKendrick,Consumer,West,California,Los Angeles,Xerox 22,Office Supplies,Paper,2012-02-15,2,2012,2012-02-18,2,2012,3,Second Class,19.44,3,0.0,0.0,10.11,9.3312
Julie Kriz,Home Office,West,California,San Diego,Xerox 1911,Office Supplies,Paper,2013-04-16,4,2013,2013-04-18,4,2013,2,Second Class,143.7,3,0.0,0.0,74.72,68.976
Henry Goldwyn,Corporate,West,California,San Francisco,Holmes Odor Grabber,Office Supplies,Appliances,2012-09-28,9,2012,2012-10-01,10,2012,3,First Class,43.26,3,0.0,0.0,28.98,14.2758
Henry Goldwyn,Corporate,West,California,San Francisco,Holmes HEPA Air Purifier,Office Supplies,Appliances,2012-09-28,9,2012,2012-10-01,10,2012,3,First Class,43.56,2,0.0,0.0,28.31,15.246
Laura Armstrong,Corporate,East,Maine,Bangor,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,2013-09-18,9,2013,2013-09-23,9,2013,5,Standard Class,437.85,3,0.0,0.0,306.5,131.355
Laura Armstrong,Corporate,East,Maine,Bangor,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,2013-09-18,9,2013,2013-09-23,9,2013,5,Standard Class,109.48,2,0.0,0.0,75.54,33.9388
Troy Staebel,Consumer,West,California,San Francisco,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,2014-06-17,6,2014,2014-06-20,6,2014,3,First Class,1212.96,7,0.2,242.59,1121.99,90.972
Troy Staebel,Consumer,West,California,San Francisco,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,2014-06-17,6,2014,2014-06-20,6,2014,3,First Class,18.54,2,0.0,0.0,9.83,8.7138
Maria Zettner,Home Office,West,California,San Diego,Advantus Plastic Paper Clips,Office Supplies,Fasteners,2012-11-08,11,2012,2012-11-10,11,2012,2,Second Class,5.0,1,0.0,0.0,2.6,2.4
Maria Zettner,Home Office,West,California,San Diego,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,2012-11-08,11,2012,2012-11-10,11,2012,2,Second Class,371.97,3,0.0,0.0,305.02,66.9546
Mitch Webber,Consumer,East,New York,New York City,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories,2012-12-18,12,2012,2012-12-18,12,2012,0,Same Day,166.24,1,0.0,0.0,141.3,24.936
Mark Van Huff,Consumer,South,Virginia,Arlington,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,2014-02-07,2,2014,2014-02-10,2,2014,3,First Class,359.97,3,0.0,0.0,280.78,79.1934
Allen Armold,Consumer,South,Georgia,Atlanta,Logitech diNovo Edge Keyboard,Technology,Accessories,2013-11-15,11,2013,2013-11-17,11,2013,2,Second Class,499.98,2,0.0,0.0,384.98,114.9954
Allen Armold,Consumer,South,Georgia,Atlanta,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,2013-11-15,11,2013,2013-11-17,11,2013,2,Second Class,5.28,1,0.0,0.0,2.9,2.376
Allen Armold,Consumer,South,Georgia,Atlanta,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,2013-11-15,11,2013,2013-11-17,11,2013,2,Second Class,8.26,2,0.0,0.0,4.38,3.8822
Sean Miller,Home Office,South,North Carolina,Monroe,Xerox 1989,Office Supplies,Paper,2014-10-13,10,2014,2014-10-13,10,2014,0,Same Day,7.968,2,0.2,1.59,5.28,2.6892
Tom Prescott,Consumer,West,Washington,Seattle,Xerox 1984,Office Supplies,Paper,2014-09-18,9,2014,2014-09-18,9,2014,0,Same Day,12.96,2,0.0,0.0,6.61,6.3504
Dean Katz,Corporate,East,New York,Rochester,Xerox 227,Office Supplies,Paper,2014-12-21,12,2014,2014-12-27,12,2014,6,Standard Class,6.48,1,0.0,0.0,3.37,3.1104
Dean Katz,Corporate,East,New York,Rochester,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,2014-12-21,12,2014,2014-12-27,12,2014,6,Standard Class,6.984,1,0.2,1.4,4.63,2.3571
Michael Kennedy,Corporate,South,Florida,Miami,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,2014-12-03,12,2014,2014-12-08,12,2014,5,Standard Class,47.96,5,0.2,9.59,43.76,4.1965
Chad Sievert,Consumer,West,Washington,Seattle,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,2012-09-21,9,2012,2012-09-27,9,2012,6,Standard Class,199.74,6,0.0,0.0,151.8,47.9376
John Lucas,Consumer,West,California,San Francisco,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,2012-03-06,3,2012,2012-03-11,3,2012,5,Standard Class,435.26,7,0.0,0.0,339.5,95.7572
John Lucas,Consumer,West,California,San Francisco,Canon PC1060 Personal Laser Copier,Technology,Copiers,2012-03-06,3,2012,2012-03-11,3,2012,5,Standard Class,1119.984,2,0.2,224.0,741.99,377.9946
Allen Rosenblatt,Corporate,West,California,Los Angeles,Bevis Round Conference Room Tables and Bases,Furniture,Tables,2011-10-03,10,2011,2011-10-08,10,2011,5,Second Class,143.432,1,0.2,28.69,139.85,3.5858
Allen Rosenblatt,Corporate,West,California,Los Angeles,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,2011-10-03,10,2011,2011-10-08,10,2011,5,Second Class,122.352,3,0.2,24.47,108.59,13.7646
Liz MacKendrick,Consumer,South,Mississippi,Southaven,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,2011-06-27,6,2011,2011-07-01,7,2011,4,Standard Class,306.2,5,0.0,0.0,306.2,0.0
Liz MacKendrick,Consumer,South,Mississippi,Southaven,KI Adjustable-Height Table,Furniture,Tables,2011-06-27,6,2011,2011-07-01,7,2011,4,Standard Class,85.98,1,0.0,0.0,63.63,22.3548
Liz MacKendrick,Consumer,South,Mississippi,Southaven,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,2011-06-27,6,2011,2011-07-01,7,2011,4,Standard Class,223.96,4,0.0,0.0,170.21,53.7504
Jim Karlsson,Consumer,West,Washington,Seattle,Novimex Fabric Task Chair,Furniture,Chairs,2014-10-31,10,2014,2014-11-03,11,2014,3,First Class,97.568,2,0.2,19.51,103.67,-6.098
Jim Karlsson,Consumer,West,Washington,Seattle,Global Super Steno Chair,Furniture,Chairs,2014-10-31,10,2014,2014-11-03,11,2014,3,First Class,614.272,8,0.2,122.85,637.31,-23.0352
Jim Karlsson,Consumer,West,Washington,Seattle,Bestar Classic Bookcase,Furniture,Bookcases,2014-10-31,10,2014,2014-11-03,11,2014,3,First Class,199.98,2,0.0,0.0,161.98,37.9962
Filia McAdams,Corporate,East,Connecticut,Middletown,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Office Supplies,Paper,2013-09-04,9,2013,2013-09-06,9,2013,2,First Class,48.16,7,0.0,0.0,26.01,22.1536
Sarah Foster,Consumer,Central,Indiana,New Castle,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,2012-03-05,3,2012,2012-03-09,3,2012,4,Standard Class,23.92,2,0.0,0.0,17.22,6.6976
Sarah Foster,Consumer,Central,Indiana,New Castle,Staples,Office Supplies,Appliances,2012-03-05,3,2012,2012-03-09,3,2012,4,Standard Class,60.69,7,0.0,0.0,44.3,16.3863
Patrick Jones,Corporate,South,Tennessee,Murfreesboro,Xerox 1965,Office Supplies,Paper,2013-05-06,5,2013,2013-05-09,5,2013,3,First Class,14.352,3,0.2,2.87,9.15,5.2026
Christine Sundaresam,Consumer,South,Virginia,Salem,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,2014-11-18,11,2014,2014-11-24,11,2014,6,Standard Class,35.04,2,0.0,0.0,22.78,12.264
Barry Blumstein,Corporate,East,Ohio,Toledo,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Office Supplies,Appliances,2014-06-02,6,2014,2014-06-06,6,2014,4,Second Class,17.48,5,0.2,3.5,16.17,1.311
Ben Wallace,Consumer,West,California,Los Angeles,Newell 351,Office Supplies,Art,2014-06-11,6,2014,2014-06-14,6,2014,3,First Class,16.4,5,0.0,0.0,11.64,4.756
Ricardo Sperren,Corporate,West,Washington,Seattle,Balt Solid Wood Round Tables,Furniture,Tables,2014-01-09,1,2014,2014-01-12,1,2014,3,First Class,892.98,2,0.0,0.0,812.61,80.3682
Theresa Swint,Corporate,South,Georgia,Columbus,Pyle PMP37LED,Technology,Phones,2012-04-20,4,2012,2012-04-25,4,2012,5,Standard Class,287.97,3,0.0,0.0,210.22,77.7519
Theresa Swint,Corporate,South,Georgia,Columbus,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,2012-04-20,4,2012,2012-04-25,4,2012,5,Standard Class,595.38,6,0.0,0.0,297.69,297.69
Theresa Swint,Corporate,South,Georgia,Columbus,Xerox 2,Office Supplies,Paper,2012-04-20,4,2012,2012-04-25,4,2012,5,Standard Class,12.96,2,0.0,0.0,6.74,6.2208
Quincy Jones,Corporate,East,New York,New York City,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,2012-11-01,11,2012,2012-11-06,11,2012,5,Standard Class,4.95,1,0.0,0.0,3.61,1.3365
Filia McAdams,Corporate,East,Connecticut,Middletown,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,2014-12-24,12,2014,2014-12-28,12,2014,4,Standard Class,181.95,3,0.0,0.0,143.74,38.2095
Valerie Dominguez,Consumer,East,New York,New York City,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,2012-11-01,11,2012,2012-11-05,11,2012,4,Standard Class,13.52,4,0.0,0.0,7.3,6.2192
Valerie Dominguez,Consumer,East,New York,New York City,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,2012-11-01,11,2012,2012-11-05,11,2012,4,Standard Class,259.7,5,0.0,0.0,153.22,106.477
Valerie Dominguez,Consumer,East,New York,New York City,Plantronics MX500i Earset,Technology,Phones,2012-11-01,11,2012,2012-11-05,11,2012,4,Standard Class,42.95,1,0.0,0.0,41.66,1.2885
Valerie Dominguez,Consumer,East,New York,New York City,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,2012-11-01,11,2012,2012-11-05,11,2012,4,Standard Class,1399.93,7,0.0,0.0,797.96,601.9699
Valerie Dominguez,Consumer,East,New York,New York City,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,2012-11-01,11,2012,2012-11-05,11,2012,4,Standard Class,503.96,4,0.0,0.0,377.97,125.99
Jeremy Lonsdale,Consumer,Central,Michigan,Midland,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,2011-11-14,11,2011,2011-11-18,11,2011,4,Standard Class,12.72,3,0.0,0.0,6.36,6.36
Jeremy Lonsdale,Consumer,Central,Michigan,Midland,Avery Durable Binders,Office Supplies,Binders,2011-11-14,11,2011,2011-11-18,11,2011,4,Standard Class,11.52,4,0.0,0.0,5.88,5.6448
Dionis Lloyd,Corporate,South,Georgia,Columbus,First Data FD10 PIN Pad,Technology,Accessories,2013-01-17,1,2013,2013-01-21,1,2013,4,Standard Class,316.0,4,0.0,0.0,284.4,31.6
Meg O'Connel,Home Office,South,Georgia,Roswell,Global Ergonomic Managers Chair,Furniture,Chairs,2014-09-18,9,2014,2014-09-23,9,2014,5,Second Class,723.92,4,0.0,0.0,535.7,188.2192
Meg O'Connel,Home Office,South,Georgia,Roswell,Staples,Office Supplies,Paper,2014-09-18,9,2014,2014-09-23,9,2014,5,Second Class,106.32,3,0.0,0.0,56.35,49.9704
Ben Peterman,Corporate,Central,Illinois,Chicago,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,2013-12-24,12,2013,2013-12-25,12,2013,1,First Class,141.372,2,0.3,42.41,155.51,-14.1372
Michael Stewart,Corporate,Central,Texas,Houston,Xerox 188,Office Supplies,Paper,2012-08-06,8,2012,2012-08-08,8,2012,2,First Class,27.216,3,0.2,5.44,17.35,9.8658
Susan Vittorini,Consumer,East,New York,New York City,Enermax Aurora Lite Keyboard,Technology,Accessories,2014-11-06,11,2014,2014-11-10,11,2014,4,Standard Class,390.75,5,0.0,0.0,218.82,171.93
Becky Castell,Home Office,West,Arizona,Peoria,Global Leather Executive Chair,Furniture,Chairs,2014-06-12,6,2014,2014-06-13,6,2014,1,First Class,280.792,1,0.2,56.16,245.69,35.099
Becky Castell,Home Office,West,Arizona,Peoria,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,2014-06-12,6,2014,2014-06-13,6,2014,1,First Class,68.448,4,0.2,13.69,60.75,7.7004
Becky Castell,Home Office,West,Arizona,Peoria,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,2014-06-12,6,2014,2014-06-13,6,2014,1,First Class,88.04,5,0.2,17.61,81.44,6.603
Becky Castell,Home Office,West,Arizona,Peoria,Newell 319,Office Supplies,Art,2014-06-12,6,2014,2014-06-13,6,2014,1,First Class,15.872,1,0.2,3.17,13.89,1.984
Becky Castell,Home Office,West,Arizona,Peoria,Fellowes Officeware Wire Shelving,Office Supplies,Storage,2014-06-12,6,2014,2014-06-13,6,2014,1,First Class,215.592,3,0.2,43.12,264.1,-48.5082
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,Avery 486,Office Supplies,Labels,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,14.62,2,0.0,0.0,7.75,6.8714
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,416.32,2,0.0,0.0,303.91,112.4064
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,43.0,5,0.0,0.0,22.79,20.21
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,Novimex Fabric Task Chair,Furniture,Chairs,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,182.94,3,0.0,0.0,155.5,27.441
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,Cardinal Slant-D Ring Binders,Office Supplies,Binders,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,60.83,7,0.0,0.0,30.42,30.415
Elizabeth Moffitt,Corporate,Central,South Dakota,Sioux Falls,Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,2014-07-21,7,2014,2014-07-26,7,2014,5,Standard Class,389.97,3,0.0,0.0,257.38,132.5898
Bradley Drucker,Consumer,South,Virginia,Richmond,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,2012-12-23,12,2012,2012-12-26,12,2012,3,First Class,194.32,4,0.0,0.0,137.97,56.3528
Helen Wasserman,Corporate,West,Washington,Seattle,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,Accessories,2014-03-21,3,2014,2014-03-25,3,2014,4,Standard Class,265.93,7,0.0,0.0,202.11,63.8232
Karen Carlisle,Corporate,South,Kentucky,Henderson,Tuf-Vin Binders,Office Supplies,Binders,2012-12-31,12,2012,2013-01-03,1,2013,3,Second Class,94.74,3,0.0,0.0,50.21,44.5278
Karen Carlisle,Corporate,South,Kentucky,Henderson,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,2012-12-31,12,2012,2013-01-03,1,2013,3,Second Class,60.64,4,0.0,0.0,32.75,27.8944
Karen Carlisle,Corporate,South,Kentucky,Henderson,Aluminum Screw Posts,Office Supplies,Binders,2012-12-31,12,2012,2013-01-03,1,2013,3,Second Class,76.3,5,0.0,0.0,38.15,38.15
Karen Carlisle,Corporate,South,Kentucky,Henderson,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,2012-12-31,12,2012,2013-01-03,1,2013,3,Second Class,364.8,12,0.0,0.0,196.99,167.808
Brendan Murry,Corporate,East,New York,New York City,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,2012-09-15,9,2012,2012-09-19,9,2012,4,Second Class,79.872,3,0.2,15.97,49.92,29.952
Brendan Murry,Corporate,East,New York,New York City,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,2012-09-15,9,2012,2012-09-19,9,2012,4,Second Class,46.384,1,0.2,9.28,45.22,1.1596
